name,acousticness,analysis_url,artist,danceability,duration_ms,energy,genre_1,genre_10,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,id,instrumentalness,key,liveness,loudness,mode,n_genres,popularity,speechiness,tempo,time_signature,track_href,type,uri,valence
Everybody Knows,0.0437,https://api.spotify.com/v1/audio-analysis/12xQjCTsGm2JKWZklTOZnu,The Wanted,0.581,219324,0.695,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,12xQjCTsGm2JKWZklTOZnu,0.0,2,0.261,-3.773,1,5,53,0.0352,149.047,4,https://api.spotify.com/v1/tracks/12xQjCTsGm2JKWZklTOZnu,audio_features,spotify:track:12xQjCTsGm2JKWZklTOZnu,0.264
Poli,0.659,https://api.spotify.com/v1/audio-analysis/5WsHtvVnbfY17VNF93rQ7w,Zoé,0.542,200608,0.702,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,5WsHtvVnbfY17VNF93rQ7w,0.0281,7,0.313,-8.605,1,4,57,0.0534,91.353,4,https://api.spotify.com/v1/tracks/5WsHtvVnbfY17VNF93rQ7w,audio_features,spotify:track:5WsHtvVnbfY17VNF93rQ7w,0.343
Man On The Moon,0.42,https://api.spotify.com/v1/audio-analysis/4jLv3tDBu8ww2R07DvL12s,R.E.M.,0.667,314173,0.699,alternative rock,,permanent wave,pop rock,rock,,,,,,4jLv3tDBu8ww2R07DvL12s,0.000442,7,0.201,-7.574,1,4,66,0.026,118.567,4,https://api.spotify.com/v1/tracks/4jLv3tDBu8ww2R07DvL12s,audio_features,spotify:track:4jLv3tDBu8ww2R07DvL12s,0.655
In the Blood,0.386,https://api.spotify.com/v1/audio-analysis/77Y57qRJBvkGCUw9qs0qMg,John Mayer,0.546,243667,0.657,neo mellow,,pop,pop rock,singer-songwriter,,,,,,77Y57qRJBvkGCUw9qs0qMg,1.03e-05,8,0.0983,-6.526,1,4,68,0.0255,80.007,4,https://api.spotify.com/v1/tracks/77Y57qRJBvkGCUw9qs0qMg,audio_features,spotify:track:77Y57qRJBvkGCUw9qs0qMg,0.52
Sleepsong,0.084,https://api.spotify.com/v1/audio-analysis/0D6EkCvMetAOPXTPmHW98Y,Bastille,0.5,221773,0.741,metropopolis,,modern rock,pop,,,,,,,0D6EkCvMetAOPXTPmHW98Y,0.0,5,0.322,-5.024,0,3,48,0.0468,83.048,4,https://api.spotify.com/v1/tracks/0D6EkCvMetAOPXTPmHW98Y,audio_features,spotify:track:0D6EkCvMetAOPXTPmHW98Y,0.295
King,0.0594,https://api.spotify.com/v1/audio-analysis/3AeicLnm55RqcXGBKYQolM,Years & Years,0.56,215360,0.857,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,3AeicLnm55RqcXGBKYQolM,0.0,4,0.381,-4.145,0,5,69,0.0384,119.975,4,https://api.spotify.com/v1/tracks/3AeicLnm55RqcXGBKYQolM,audio_features,spotify:track:3AeicLnm55RqcXGBKYQolM,0.432
She Will Sing,0.49,https://api.spotify.com/v1/audio-analysis/2yVpADjZg3DY4GlCYimH63,Benjamin Francis Leftwich,0.605,224413,0.826,chamber pop,,folk-pop,indie anthem-folk,indie folk,neo mellow,stomp and holler,,,,2yVpADjZg3DY4GlCYimH63,0.000579,1,0.117,-6.584,1,6,45,0.0333,130.002,4,https://api.spotify.com/v1/tracks/2yVpADjZg3DY4GlCYimH63,audio_features,spotify:track:2yVpADjZg3DY4GlCYimH63,0.364
Wherever I Go,0.0915,https://api.spotify.com/v1/audio-analysis/46jLy47W8rkf8rEX04gMKB,OneRepublic,0.552,169773,0.689,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,46jLy47W8rkf8rEX04gMKB,0.0,10,0.27,-6.444,0,7,65,0.0425,99.961,4,https://api.spotify.com/v1/tracks/46jLy47W8rkf8rEX04gMKB,audio_features,spotify:track:46jLy47W8rkf8rEX04gMKB,0.349
Arrullo De Estrellas,0.298,https://api.spotify.com/v1/audio-analysis/1p4rYrxjVkj6v2eMzRhLfA,Zoé,0.461,252693,0.74,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,1p4rYrxjVkj6v2eMzRhLfA,0.293,5,0.0742,-6.981,1,4,67,0.0355,81.548,4,https://api.spotify.com/v1/tracks/1p4rYrxjVkj6v2eMzRhLfA,audio_features,spotify:track:1p4rYrxjVkj6v2eMzRhLfA,0.408
Spiralling,0.036,https://api.spotify.com/v1/audio-analysis/6ddnsGbHiUVA4nxvIwLMri,Keane,0.621,204013,0.865,neo mellow,,piano rock,pop rock,rock,,,,,,6ddnsGbHiUVA4nxvIwLMri,1.54e-06,8,0.258,-5.836,1,4,48,0.0503,111.958,4,https://api.spotify.com/v1/tracks/6ddnsGbHiUVA4nxvIwLMri,audio_features,spotify:track:6ddnsGbHiUVA4nxvIwLMri,0.48
Close To Me (with Diplo) (feat. Swae Lee),0.0969,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,0.574,182623,0.758,dance pop,,electropop,metropopolis,pop,post-teen pop,tropical house,,,,5JEx7HbmvHQQswJCsoo9rA,0.0,1,0.395,-5.029,0,6,89,0.0621,144.111,4,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.492
November,0.122,https://api.spotify.com/v1/audio-analysis/1dMOkSlIgQEgIKFTz4LqL6,Gabrielle Aplin,0.553,245560,0.661,acoustic pop,viral pop,dance pop,folk-pop,indie anthem-folk,indie folk,neo mellow,neo-singer-songwriter,pop,uk pop,1dMOkSlIgQEgIKFTz4LqL6,0.0271,3,0.113,-8.749,1,10,36,0.0629,119.933,4,https://api.spotify.com/v1/tracks/1dMOkSlIgQEgIKFTz4LqL6,audio_features,spotify:track:1dMOkSlIgQEgIKFTz4LqL6,0.119
Vía Láctea,0.0624,https://api.spotify.com/v1/audio-analysis/6atnxgdzkrtE36xaeSCK1e,Zoé,0.534,248133,0.759,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,6atnxgdzkrtE36xaeSCK1e,0.00484,7,0.104,-4.781,1,4,59,0.0469,150.976,4,https://api.spotify.com/v1/tracks/6atnxgdzkrtE36xaeSCK1e,audio_features,spotify:track:6atnxgdzkrtE36xaeSCK1e,0.574
Crystal Ball,7.62e-05,https://api.spotify.com/v1/audio-analysis/6Bo4HhUPdtnF8uuk8FF9ss,Keane,0.435,233960,0.97,neo mellow,,piano rock,pop rock,rock,,,,,,6Bo4HhUPdtnF8uuk8FF9ss,5.65e-05,10,0.0778,-3.615,0,4,51,0.0517,124.309,4,https://api.spotify.com/v1/tracks/6Bo4HhUPdtnF8uuk8FF9ss,audio_features,spotify:track:6Bo4HhUPdtnF8uuk8FF9ss,0.401
Everlasting,0.288,https://api.spotify.com/v1/audio-analysis/6hOpxOrcrIOGJ0u6Zk6mOs,Take That,0.628,229160,0.714,australian pop,,boy band,dance pop,europop,neo mellow,pop,,,,6hOpxOrcrIOGJ0u6Zk6mOs,0.0,0,0.269,-7.304,1,6,51,0.0436,120.526,4,https://api.spotify.com/v1/tracks/6hOpxOrcrIOGJ0u6Zk6mOs,audio_features,spotify:track:6hOpxOrcrIOGJ0u6Zk6mOs,0.491
Winds of Change,0.614,https://api.spotify.com/v1/audio-analysis/7JXxssBpAnroZOMR4vpOuc,Vance Joy,0.597,135827,0.581,indie folk,,modern rock,neo mellow,pop,,,,,,7JXxssBpAnroZOMR4vpOuc,0.000171,7,0.116,-6.611,1,4,47,0.0281,106.944,5,https://api.spotify.com/v1/tracks/7JXxssBpAnroZOMR4vpOuc,audio_features,spotify:track:7JXxssBpAnroZOMR4vpOuc,0.495
Emmylou,0.599,https://api.spotify.com/v1/audio-analysis/0uKyC5TIiwfeh0evennKOO,Vance Joy,0.591,280653,0.41,indie folk,,modern rock,neo mellow,pop,,,,,,0uKyC5TIiwfeh0evennKOO,0.000346,9,0.189,-8.762,0,4,51,0.0229,96.003,4,https://api.spotify.com/v1/tracks/0uKyC5TIiwfeh0evennKOO,audio_features,spotify:track:0uKyC5TIiwfeh0evennKOO,0.308
Hold My Girl,0.597,https://api.spotify.com/v1/audio-analysis/42bbDWZ8WmXTH7PkYAlGLu,George Ezra,0.614,211764,0.527,neo-singer-songwriter,,pop,,,,,,,,42bbDWZ8WmXTH7PkYAlGLu,0.0,10,0.11,-6.374,1,2,79,0.0302,121.941,4,https://api.spotify.com/v1/tracks/42bbDWZ8WmXTH7PkYAlGLu,audio_features,spotify:track:42bbDWZ8WmXTH7PkYAlGLu,0.354
What Would You Do,0.382,https://api.spotify.com/v1/audio-analysis/2WwzQJt4hG7YC6x16ZTYFM,Bastille,0.581,183333,0.732,metropopolis,,modern rock,pop,,,,,,,2WwzQJt4hG7YC6x16ZTYFM,0.00254,0,0.385,-6.024,1,3,57,0.0417,89.994,4,https://api.spotify.com/v1/tracks/2WwzQJt4hG7YC6x16ZTYFM,audio_features,spotify:track:2WwzQJt4hG7YC6x16ZTYFM,0.36
Cleopatra,0.228,https://api.spotify.com/v1/audio-analysis/2ToW7zhGCrVrLU4fiKj9U1,The Lumineers,0.536,201413,0.775,folk-pop,,indie folk,indie pop,modern rock,stomp and holler,,,,,2ToW7zhGCrVrLU4fiKj9U1,0.000143,8,0.0947,-6.765,1,5,64,0.0394,151.393,4,https://api.spotify.com/v1/tracks/2ToW7zhGCrVrLU4fiKj9U1,audio_features,spotify:track:2ToW7zhGCrVrLU4fiKj9U1,0.485
Devotion,0.386,https://api.spotify.com/v1/audio-analysis/2RziQjJfYozWXX5d2AyRYi,Ellie Goulding,0.644,226541,0.647,dance pop,,electropop,metropopolis,pop,post-teen pop,tropical house,,,,2RziQjJfYozWXX5d2AyRYi,0.0,0,0.0879,-7.287,0,6,41,0.0436,131.014,4,https://api.spotify.com/v1/tracks/2RziQjJfYozWXX5d2AyRYi,audio_features,spotify:track:2RziQjJfYozWXX5d2AyRYi,0.476
Riptide,0.431,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,0.484,204280,0.731,indie folk,,modern rock,neo mellow,pop,,,,,,3JvrhDOgAt6p7K8mDyZwRd,0.0,1,0.151,-6.694,1,4,77,0.0379,101.654,4,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,audio_features,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.51
Night Bus,0.00374,https://api.spotify.com/v1/audio-analysis/4pCUMrVlDuWIk6X03VDvT2,Gabrielle Aplin,0.458,221827,0.815,acoustic pop,viral pop,dance pop,folk-pop,indie anthem-folk,indie folk,neo mellow,neo-singer-songwriter,pop,uk pop,4pCUMrVlDuWIk6X03VDvT2,1.05e-05,1,0.115,-7.16,0,10,56,0.0514,118.226,4,https://api.spotify.com/v1/tracks/4pCUMrVlDuWIk6X03VDvT2,audio_features,spotify:track:4pCUMrVlDuWIk6X03VDvT2,0.362
Intro,0.46,https://api.spotify.com/v1/audio-analysis/0bXpmJyHHYPk6QBFj25bYF,The xx,0.607,127920,0.789,downtempo,,dream pop,indie rock,indietronica,pop,,,,,0bXpmJyHHYPk6QBFj25bYF,0.907,9,0.128,-8.87,0,5,72,0.0278,100.351,4,https://api.spotify.com/v1/tracks/0bXpmJyHHYPk6QBFj25bYF,audio_features,spotify:track:0bXpmJyHHYPk6QBFj25bYF,0.16
Secret Tattoo,0.398,https://api.spotify.com/v1/audio-analysis/4wSYUVY7goMZyonPdDwHD3,Scouting For Girls,0.571,227507,0.701,neo mellow,,pop,,,,,,,,4wSYUVY7goMZyonPdDwHD3,0.0,7,0.206,-4.524,1,2,48,0.0342,79.026,4,https://api.spotify.com/v1/tracks/4wSYUVY7goMZyonPdDwHD3,audio_features,spotify:track:4wSYUVY7goMZyonPdDwHD3,0.514
Son of an Only Child,0.253,https://api.spotify.com/v1/audio-analysis/0fyXMWt9jXiay6nL3Ht4cw,Tom Odell,0.615,275093,0.624,indie folk,,neo mellow,pop,,,,,,,0fyXMWt9jXiay6nL3Ht4cw,0.0,0,0.0886,-5.198,1,3,44,0.0275,131.968,4,https://api.spotify.com/v1/tracks/0fyXMWt9jXiay6nL3Ht4cw,audio_features,spotify:track:0fyXMWt9jXiay6nL3Ht4cw,0.375
These Streets,0.266,https://api.spotify.com/v1/audio-analysis/1y4S5YgR2Ikj9ffihnoGRH,Bastille,0.614,175147,0.766,metropopolis,,modern rock,pop,,,,,,,1y4S5YgR2Ikj9ffihnoGRH,2.1e-05,9,0.176,-6.079,0,3,50,0.0386,97.51,4,https://api.spotify.com/v1/tracks/1y4S5YgR2Ikj9ffihnoGRH,audio_features,spotify:track:1y4S5YgR2Ikj9ffihnoGRH,0.51
Thin Air,0.00379,https://api.spotify.com/v1/audio-analysis/31dHe2I4tzOKT0ypVpVsuu,Keane,0.546,236987,0.723,neo mellow,,piano rock,pop rock,rock,,,,,,31dHe2I4tzOKT0ypVpVsuu,0.0,0,0.0808,-6.948,1,4,50,0.0292,122.044,4,https://api.spotify.com/v1/tracks/31dHe2I4tzOKT0ypVpVsuu,audio_features,spotify:track:31dHe2I4tzOKT0ypVpVsuu,0.304
REMEDY,0.269,https://api.spotify.com/v1/audio-analysis/6jreFSOTUAViWjKyzOC4Kg,Alesso,0.601,190295,0.775,big room,,dance pop,edm,electro house,pop,progressive electro house,tropical house,,,6jreFSOTUAViWjKyzOC4Kg,0.0,0,0.0883,-4.612,1,7,81,0.0473,119.964,4,https://api.spotify.com/v1/tracks/6jreFSOTUAViWjKyzOC4Kg,audio_features,spotify:track:6jreFSOTUAViWjKyzOC4Kg,0.483
Stupid Love Song - 2006 Demo,0.285,https://api.spotify.com/v1/audio-analysis/12lO5bYDW3k8y0Fr4BP7DU,Scouting For Girls,0.579,196760,0.831,neo mellow,,pop,,,,,,,,12lO5bYDW3k8y0Fr4BP7DU,7.39e-05,7,0.0495,-5.257,1,2,35,0.0354,154.992,4,https://api.spotify.com/v1/tracks/12lO5bYDW3k8y0Fr4BP7DU,audio_features,spotify:track:12lO5bYDW3k8y0Fr4BP7DU,0.438
Fantasma,0.108,https://api.spotify.com/v1/audio-analysis/27tR3saB1q7kFlZsnjdLu7,Zoé,0.503,262849,0.7,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,27tR3saB1q7kFlZsnjdLu7,0.18,0,0.134,-7.33,1,4,51,0.0328,80.287,4,https://api.spotify.com/v1/tracks/27tR3saB1q7kFlZsnjdLu7,audio_features,spotify:track:27tR3saB1q7kFlZsnjdLu7,0.375
A Bad Dream,0.00731,https://api.spotify.com/v1/audio-analysis/5bbCUTcTiUu1ZZjfmKTry1,Keane,0.408,304280,0.729,neo mellow,,piano rock,pop rock,rock,,,,,,5bbCUTcTiUu1ZZjfmKTry1,4.02e-06,1,0.172,-4.918,1,4,50,0.0302,145.068,4,https://api.spotify.com/v1/tracks/5bbCUTcTiUu1ZZjfmKTry1,audio_features,spotify:track:5bbCUTcTiUu1ZZjfmKTry1,0.279
Secrets,0.098,https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,0.515,224693,0.767,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,1NhPKVLsHhFUHIOZ32QnS2,0.0,2,0.121,-6.199,1,7,75,0.0352,148.024,4,https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2,audio_features,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,0.38
Warzone,0.19,https://api.spotify.com/v1/audio-analysis/6MHeQK5HbzLFIUzfbyt8pO,The Wanted,0.614,218825,0.727,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,6MHeQK5HbzLFIUzfbyt8pO,7.23e-05,5,0.273,-4.915,1,5,46,0.0274,122.052,4,https://api.spotify.com/v1/tracks/6MHeQK5HbzLFIUzfbyt8pO,audio_features,spotify:track:6MHeQK5HbzLFIUzfbyt8pO,0.223
Evaporate,0.0187,https://api.spotify.com/v1/audio-analysis/1dbRgKPEqltUMv524tkI3R,Gabrielle Aplin,0.549,212373,0.604,acoustic pop,viral pop,dance pop,folk-pop,indie anthem-folk,indie folk,neo mellow,neo-singer-songwriter,pop,uk pop,1dbRgKPEqltUMv524tkI3R,0.0,4,0.108,-8.477,1,10,32,0.037,124.993,4,https://api.spotify.com/v1/tracks/1dbRgKPEqltUMv524tkI3R,audio_features,spotify:track:1dbRgKPEqltUMv524tkI3R,0.222
Barcelona,0.293,https://api.spotify.com/v1/audio-analysis/1yJZwBqTyGTB7mz8nZyiel,George Ezra,0.629,188960,0.577,neo-singer-songwriter,,pop,,,,,,,,1yJZwBqTyGTB7mz8nZyiel,0.00115,5,0.109,-9.306,1,2,69,0.0306,93.997,4,https://api.spotify.com/v1/tracks/1yJZwBqTyGTB7mz8nZyiel,audio_features,spotify:track:1yJZwBqTyGTB7mz8nZyiel,0.171
Choke,0.336,https://api.spotify.com/v1/audio-analysis/5xtliWYBVT4cKo9BtBn43B,OneRepublic,0.583,226760,0.628,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,5xtliWYBVT4cKo9BtBn43B,0.0,4,0.12,-6.288,0,7,55,0.0363,92.037,4,https://api.spotify.com/v1/tracks/5xtliWYBVT4cKo9BtBn43B,audio_features,spotify:track:5xtliWYBVT4cKo9BtBn43B,0.282
Pure Morning,0.859,https://api.spotify.com/v1/audio-analysis/0X3yyo80yNNOGpudSdn6NE,Benjamin Francis Leftwich,0.638,196398,0.558,chamber pop,,folk-pop,indie anthem-folk,indie folk,neo mellow,stomp and holler,,,,0X3yyo80yNNOGpudSdn6NE,2.92e-06,2,0.0982,-7.977,0,6,29,0.0307,122.957,4,https://api.spotify.com/v1/tracks/0X3yyo80yNNOGpudSdn6NE,audio_features,spotify:track:0X3yyo80yNNOGpudSdn6NE,0.446
Four Walls (The Ballad Of Perry Smith),0.618,https://api.spotify.com/v1/audio-analysis/6ezPXXacQCCz2wIzg4sEAj,Bastille,0.704,252147,0.561,metropopolis,,modern rock,pop,,,,,,,6ezPXXacQCCz2wIzg4sEAj,0.0,4,0.0573,-5.376,0,3,54,0.0473,120.004,4,https://api.spotify.com/v1/tracks/6ezPXXacQCCz2wIzg4sEAj,audio_features,spotify:track:6ezPXXacQCCz2wIzg4sEAj,0.377
She Has No Time,0.531,https://api.spotify.com/v1/audio-analysis/2J6nVpYkMJI6KQcn11Lcjw,Keane,0.532,345920,0.558,neo mellow,,piano rock,pop rock,rock,,,,,,2J6nVpYkMJI6KQcn11Lcjw,0.000476,0,0.0719,-8.844,1,4,45,0.0315,141.993,4,https://api.spotify.com/v1/tracks/2J6nVpYkMJI6KQcn11Lcjw,audio_features,spotify:track:2J6nVpYkMJI6KQcn11Lcjw,0.101
Luci,0.628,https://api.spotify.com/v1/audio-analysis/6BhxOehTmQIK62WaX6FAKw,Zoé,0.482,247920,0.588,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,6BhxOehTmQIK62WaX6FAKw,0.294,4,0.0776,-6.802,0,4,48,0.028,123.155,4,https://api.spotify.com/v1/tracks/6BhxOehTmQIK62WaX6FAKw,audio_features,spotify:track:6BhxOehTmQIK62WaX6FAKw,0.301
From Afar,0.489,https://api.spotify.com/v1/audio-analysis/2tRxW2A9eyYmHv3JihIikW,Vance Joy,0.327,262200,0.412,indie folk,,modern rock,neo mellow,pop,,,,,,2tRxW2A9eyYmHv3JihIikW,7.72e-06,0,0.308,-8.511,1,4,52,0.029,86.419,4,https://api.spotify.com/v1/tracks/2tRxW2A9eyYmHv3JihIikW,audio_features,spotify:track:2tRxW2A9eyYmHv3JihIikW,0.173
Trail Of Broken Hearts,0.466,https://api.spotify.com/v1/audio-analysis/2jvyAf5OHEb23xzaO4wTU3,James Blunt,0.646,266884,0.679,neo mellow,,pop,pop rock,,,,,,,2jvyAf5OHEb23xzaO4wTU3,0.0,0,0.126,-6.788,1,3,45,0.0334,111.998,4,https://api.spotify.com/v1/tracks/2jvyAf5OHEb23xzaO4wTU3,audio_features,spotify:track:2jvyAf5OHEb23xzaO4wTU3,0.342
If We're Alright,0.13,https://api.spotify.com/v1/audio-analysis/34Nw6We8ztnzyfTwf7j04m,The Wanted,0.609,220231,0.759,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,34Nw6We8ztnzyfTwf7j04m,0.0,8,0.0789,-3.679,1,5,39,0.0342,140.001,4,https://api.spotify.com/v1/tracks/34Nw6We8ztnzyfTwf7j04m,audio_features,spotify:track:34Nw6We8ztnzyfTwf7j04m,0.425
Clear Skies,0.00836,https://api.spotify.com/v1/audio-analysis/2HhAj2eGwoHZKoR6J1XJ34,Keane,0.679,293107,0.944,neo mellow,,piano rock,pop rock,rock,,,,,,2HhAj2eGwoHZKoR6J1XJ34,0.008,9,0.143,-6.662,0,4,40,0.0405,129.996,4,https://api.spotify.com/v1/tracks/2HhAj2eGwoHZKoR6J1XJ34,audio_features,spotify:track:2HhAj2eGwoHZKoR6J1XJ34,0.926
Black Burning Heart,0.0169,https://api.spotify.com/v1/audio-analysis/7LiepDAGkGwNGSN26zxz4h,Keane,0.501,323373,0.724,neo mellow,,piano rock,pop rock,rock,,,,,,7LiepDAGkGwNGSN26zxz4h,2.9e-06,11,0.0965,-4.731,0,4,41,0.0394,132.982,4,https://api.spotify.com/v1/tracks/7LiepDAGkGwNGSN26zxz4h,audio_features,spotify:track:7LiepDAGkGwNGSN26zxz4h,0.325
The Writer,0.162,https://api.spotify.com/v1/audio-analysis/2jfo71bLqJLL1PRttzBg9N,Ellie Goulding,0.521,251280,0.655,dance pop,,electropop,metropopolis,pop,post-teen pop,tropical house,,,,2jfo71bLqJLL1PRttzBg9N,0.0,9,0.117,-5.325,1,6,50,0.0297,104.913,3,https://api.spotify.com/v1/tracks/2jfo71bLqJLL1PRttzBg9N,audio_features,spotify:track:2jfo71bLqJLL1PRttzBg9N,0.293
If I Lose Myself - Alesso vs OneRepublic,0.256,https://api.spotify.com/v1/audio-analysis/3ScJy88F8KqGDfWu8XJhHx,OneRepublic,0.519,215187,0.766,dance pop,,neo mellow,piano rock,pop,pop rap,pop rock,post-teen pop,,,3ScJy88F8KqGDfWu8XJhHx,6.22e-06,2,0.142,-5.647,1,7,67,0.0404,125.979,4,https://api.spotify.com/v1/tracks/3ScJy88F8KqGDfWu8XJhHx,audio_features,spotify:track:3ScJy88F8KqGDfWu8XJhHx,0.166
Sombras - Live,0.367,https://api.spotify.com/v1/audio-analysis/025ocYl9BtoWxIBP9uxrZ2,Zoé,0.506,252307,0.563,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,025ocYl9BtoWxIBP9uxrZ2,0.00278,0,0.974,-10.0,1,4,55,0.0464,146.942,4,https://api.spotify.com/v1/tracks/025ocYl9BtoWxIBP9uxrZ2,audio_features,spotify:track:025ocYl9BtoWxIBP9uxrZ2,0.056
My Blood,0.552,https://api.spotify.com/v1/audio-analysis/5vNCK8yq3luCijCdmqr7S4,Ellie Goulding,0.475,234185,0.554,dance pop,,electropop,metropopolis,pop,post-teen pop,tropical house,,,,5vNCK8yq3luCijCdmqr7S4,0.0,9,0.212,-6.464,0,6,44,0.0288,87.148,4,https://api.spotify.com/v1/tracks/5vNCK8yq3luCijCdmqr7S4,audio_features,spotify:track:5vNCK8yq3luCijCdmqr7S4,0.331
Icarus,0.0712,https://api.spotify.com/v1/audio-analysis/2bVb4JtkhgZk7a8W3f3tOr,Bastille,0.583,225040,0.778,metropopolis,,modern rock,pop,,,,,,,2bVb4JtkhgZk7a8W3f3tOr,1.23e-06,4,0.0753,-6.578,0,3,47,0.0459,134.945,4,https://api.spotify.com/v1/tracks/2bVb4JtkhgZk7a8W3f3tOr,audio_features,spotify:track:2bVb4JtkhgZk7a8W3f3tOr,0.673
Everybody's Changing,0.0014,https://api.spotify.com/v1/audio-analysis/0yac0FPhLRH9i9lOng3f81,Keane,0.517,215880,0.839,neo mellow,,piano rock,pop rock,rock,,,,,,0yac0FPhLRH9i9lOng3f81,0.000365,0,0.108,-3.521,1,4,72,0.0287,94.016,4,https://api.spotify.com/v1/tracks/0yac0FPhLRH9i9lOng3f81,audio_features,spotify:track:0yac0FPhLRH9i9lOng3f81,0.416
Pretty Shining People,0.14,https://api.spotify.com/v1/audio-analysis/2JVwsN6viHjR9t5pCPQ4Br,George Ezra,0.584,212447,0.726,neo-singer-songwriter,,pop,,,,,,,,2JVwsN6viHjR9t5pCPQ4Br,0.0,1,0.0984,-4.604,1,2,76,0.0371,106.979,4,https://api.spotify.com/v1/tracks/2JVwsN6viHjR9t5pCPQ4Br,audio_features,spotify:track:2JVwsN6viHjR9t5pCPQ4Br,0.398
Andrómeda,0.662,https://api.spotify.com/v1/audio-analysis/3lA87gnTdcPDkH3toSDMAm,Zoé,0.584,224320,0.605,latin alternative,,latin rock,mexican rock,rock en espanol,,,,,,3lA87gnTdcPDkH3toSDMAm,4.72e-05,2,0.129,-9.55,1,4,55,0.0346,93.01,4,https://api.spotify.com/v1/tracks/3lA87gnTdcPDkH3toSDMAm,audio_features,spotify:track:3lA87gnTdcPDkH3toSDMAm,0.186
With You (feat. Wrabel),0.424,https://api.spotify.com/v1/audio-analysis/7gleE2w0CsjsWCs184n522,Kygo,0.618,210573,0.805,edm,,pop,tropical house,,,,,,,7gleE2w0CsjsWCs184n522,0.00796,0,0.332,-4.731,1,3,60,0.0463,101.022,4,https://api.spotify.com/v1/tracks/7gleE2w0CsjsWCs184n522,audio_features,spotify:track:7gleE2w0CsjsWCs184n522,0.335
I Know,0.296,https://api.spotify.com/v1/audio-analysis/2447kmmuvZ1GsqUczFZZoj,Tom Odell,0.533,232627,0.697,indie folk,,neo mellow,pop,,,,,,,2447kmmuvZ1GsqUczFZZoj,0.0,6,0.0665,-7.34,1,3,51,0.0349,148.031,4,https://api.spotify.com/v1/tracks/2447kmmuvZ1GsqUczFZZoj,audio_features,spotify:track:2447kmmuvZ1GsqUczFZZoj,0.46
We All Die Trying to Get It Right,0.252,https://api.spotify.com/v1/audio-analysis/3no7Z1VqcqQ7ztVljPEjI0,Vance Joy,0.333,247560,0.58,indie folk,,modern rock,neo mellow,pop,,,,,,3no7Z1VqcqQ7ztVljPEjI0,0.00218,7,0.0541,-8.511,1,4,48,0.0295,106.852,4,https://api.spotify.com/v1/tracks/3no7Z1VqcqQ7ztVljPEjI0,audio_features,spotify:track:3no7Z1VqcqQ7ztVljPEjI0,0.0907
"Meteorite - From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack",0.0541,https://api.spotify.com/v1/audio-analysis/6CuITtPAI0l5CIr86J2jNr,Years & Years,0.607,205608,0.835,dance pop,,gauze pop,pop,tropical house,uk pop,,,,,6CuITtPAI0l5CIr86J2jNr,0.0,7,0.239,-5.194,1,5,52,0.05,120.002,4,https://api.spotify.com/v1/tracks/6CuITtPAI0l5CIr86J2jNr,audio_features,spotify:track:6CuITtPAI0l5CIr86J2jNr,0.608
Lightning,0.00182,https://api.spotify.com/v1/audio-analysis/5ZndIlfBM43CegOSMwAMc9,The Wanted,0.613,203619,0.885,boy band,,dance pop,pop,post-teen pop,viral pop,,,,,5ZndIlfBM43CegOSMwAMc9,0.000348,3,0.105,-4.196,1,5,44,0.0407,134.929,4,https://api.spotify.com/v1/tracks/5ZndIlfBM43CegOSMwAMc9,audio_features,spotify:track:5ZndIlfBM43CegOSMwAMc9,0.381
